,product_id,rating,date,helpful_count,review,label,pos_words,neg_words,neu_words
32,4obtb7,5.0,2025-03-25,4,it is a very good product as per the price :smiling_face_with_hearts:,5.0,"[' product', ' price']",[],[]
33,4obtb7,3.0,2024-10-20,1,"lipsticks :lipstick: color so pretty :cherry_blossom: and the 2 eyeliner that is shown in the photo did not come, 2 kajal came but I wanted kajal, so I kept it :thumbs_up_light_skin_tone:",3.0,[],[],[]
34,4obtb7,5.0,2024-12-08,0,"very good product good colors matte and water proof , transfer proof also , good product at a cheap price :thumbs_up_light_skin_tone: thankyou Meesho",5.0,"[' product', ' product', ' price']",[],[]
35,4obtb7,3.0,2024-12-03,0,"the lipstick is 1 different, I had told you about one eyeliner and one kajal, but 2 kajals have arrived... please check the Meesho product and send it...",3.0,[],[' lipstick'],[]
36,4obtb7,5.0,2025-03-08,30,a very nice product. 4 different colors and water proof,5.0,[' product'],[],[]
37,4obtb7,4.0,2025-03-27,0,nice to use,5.0,[],[],[]
38,4obtb7,5.0,2025-03-25,2,very very very awesome product and also very less price and good product I love the quantity price and also its waterproof I love the all products over all guys you have must must must buy this product's,5.0,"[' product', ' price', ' product', ' quantity', ' price']",[],[]
39,4obtb7,4.0,2025-03-27,0,I am glad to receive the product,5.0,[' product'],[],[]
40,4obtb7,4.0,2025-03-27,0,all good :thumbs_up: thank you meesho..,5.0,[],[],[]
41,4obtb7,4.0,2024-10-18,1,"the lipstick is fine but I have given both the kajals the same as shown in the pic, they did not come out like that but they are long lasting and are also water proof",4.0,[' lipstick'],[],[]
42,4obtb7,4.0,2024-09-22,6,"it looks good but after using it you will know how long lasting it is and the kajal is also good, I am happy star star struck struck thank you Meesho :partying_face:",5.0,[' kajal'],[],[]
43,4obtb7,5.0,2024-12-25,1,nice product :check_mark_button: four lipstick and one eyeliner and one kajal thank you Meesho I love it Meesho,5.0,[' product'],[],[]
44,4obtb7,5.0,2024-12-05,0,lipstick and eyeliner are so good that I liked it very much thanks miss you,5.0,"['lipstick', ' eyeliner']",[],[]
45,4obtb7,3.0,2024-10-15,1,lipstick is good but you used kajal instead of eyeliner... this is wrong... but I have kept it,4.0,['lipstick'],[],[]
46,4obtb7,5.0,2025-03-24,4,very good product :liquid: thumbs_up matte and beauty lipstick water backhand_index_pointing_right :proof: received 1 day ago thank you messho,5.0,[' product'],[],[]
47,4obtb7,4.0,2025-03-04,34,best and good in less pric and easy to carry lipsticks eyeliner is also good but kajal is very bad,4.0,['sticks'],[' k'],[]
48,4obtb7,5.0,2025-03-26,0,this is super good I like it was so good and the shit your so pretty,5.0,[],[],[]
49,4obtb7,5.0,2025-03-22,4,really nyc but kajal is missing....but no worry go for it le skte h product acha h,5.0,[],[' k'],[]
50,4obtb7,5.0,2025-03-21,2,"thank you meesho, it has come out exactly as it was shown, I am very happy, thank you Meesho",5.0,[],[],[]
51,4obtb7,5.0,2025-03-21,1,very nice thanks Meesho nice colour nice quality thankss you people also must take it,5.0,"[' colour', ' quality']",[],[]
52,4obtb7,5.0,2025-03-20,0,"it is good, the color product is also good, you can also buy it :folded_hands_light_skin_tone: :red_heart: :two_hearts: :thumbs_up_light_skin_tone: thank you miss ho",5.0,[' color product'],[],[]
53,4obtb7,4.0,2024-11-30,0,the lipstick is good but I haven't given you the eyeliner and I have given you the kajal but it is broken,4.0,[' lipstick'],[' k'],[]
54,4obtb7,4.0,2024-10-22,1,all good but I received 2 kajal instead of 1 kajal and 1 eyeliner which I ordered,4.0,[],[],[]
55,4obtb7,4.0,2024-10-15,1,"the lipstick is good but two liners have come, there was a kajal, please check and give it to me",4.0,[' lipstick'],[],[]
56,4obtb7,4.0,2024-10-05,2,"I received a very good product but instead of eyeliner you sent only kajal, thank you :smiling_face_with_hearts:",5.0,[' product'],[],[]
57,4obtb7,5.0,2024-12-14,0,super quality waterproof lipstick and eye liner,5.0,"[' waterproof lipstick', ' liner']",[],[]
58,4obtb7,5.0,2025-03-25,1,very nice product very very very nice,5.0,[' product'],[],[]
59,4obtb7,4.0,2025-02-23,19,"she also had kajal but that did not come, everything else is good",4.0,[],[],[' k']
60,4obtb7,4.0,2025-02-20,16,"it is not at all as it appeared, I have changed the kajal and eye liner",3.0,[],[' k'],[]
61,4obtb7,3.0,2025-03-21,0,there is very little quantity...,4.0,[],[' quantity'],[]
62,4obtb7,5.0,2025-03-21,2,so sweet Meesho thank you smiling_face_with_open_hands :mesho:,5.0,[],[],[]
63,4obtb7,5.0,2025-03-27,0,"nice product, nice colour",5.0,"[' product', ' colour']",[],[]
64,4obtb7,5.0,2025-03-24,1,very good product thank you Meesho I can't believe,5.0,[' product'],[],[]
65,4obtb7,3.0,2025-03-20,1,nice bt quality is ok ok and 2 lipstick shade is same,4.0,[' lipstick'],[],[]
66,4obtb7,5.0,2024-10-24,1,everything is great it's budget friendly and waterproof smudge proof but I had a tiny disappointed to the eyeliner it's not eyeliner it's kajal anyway ok ok Meesho now days ur delivery partner doesn't delivery the product at the time 3 product doesn't delivery given the time now your the worst shopping app,5.0,[],[],[]
67,4obtb7,4.0,2024-12-09,0,beautiful products but kajol receipt is damaged.,4.0,[' products'],"[' k', ' receipt']",[]
68,4obtb7,4.0,2024-12-02,0,everything is good but kajal do h liner nahi lekin h,4.0,[],[],[]
69,4obtb7,4.0,2024-10-16,1,"eye liner missing please, exchange the correct product.",4.0,[' product'],[],['.']
70,4obtb7,4.0,2024-10-13,1,lipstick is good but instead of eyeliner both have given kajal,4.0,['lipstick'],[],[]
71,4obtb7,4.0,2023-10-08,19,"a different colour the colour I ordered did not arrive, another one arrived",1.0,[],[],[' colour']
72,4obtb7,5.0,2024-10-15,1,"very thumbs_down :bad: this is what I showed you, what has come is wrong, because of 4 lipsticks 2 lipsticks and eyeliner pencils 2 kajal Meesho is wrong, proud arriving :cross_mark:",5.0,[],[],[]
73,4obtb7,3.0,2024-10-13,2,"lipstick is fine but I have sent two eyeliners. I have not sent the kajal yet..i want to show you something else, I have sent something else..",3.0,['lipstick'],[],[]
74,4obtb7,4.0,2025-03-26,0,super,5.0,[],[],[]
75,4obtb7,3.0,2024-12-07,0,one product is missing otherwise lipstick color mostly common average I like that,4.0,[],"[' product', ' lipstick color']",[]
76,4obtb7,3.0,2024-11-30,0,"gave you 2 kajals.... :expressionless_face: I did not apply the eye liner... the rest of the lipstick is ok, it is small in size..... :pinching_hand_light_skin_tone: but it is good in colour.. :smiling_face_with_tear:",4.0,[],[],[]
77,4obtb7,3.0,2024-11-30,0,"there are three more kajals, one of them is broken and the red lipstick is completely dry, all of it is slightly dry",3.0,[],[' red lipstick'],[]
78,4obtb7,5.0,2024-10-14,2,"it's good, one eyeliner and one kajal is in the photo, in the real link there were 2 kajal",4.0,[],[],[]
79,4obtb7,5.0,2025-03-25,0,good packing!! good products :pink_heart: jutz loved itt,5.0,"[' packing', ' products']",[],[]
80,4obtb7,3.0,2025-03-25,0,I think it is a bit confusing,3.0,[],[],[]
81,4obtb7,5.0,2025-03-24,1,very good product it is very good,5.0,[' product'],[],[]
82,4obtb7,5.0,2025-03-24,0,it is very good product,5.0,[' product'],[],[]
83,4obtb7,5.0,2025-03-28,0,"the project is good but the quality this time looked a little different, meaning something else was shown and after the project arrived I was very happy, the rest of the kajal and I line have come out very good..a few lipstick shades are not perfect, otherwise everything is fine..",5.0,[],[' shades'],[]
84,4obtb7,4.0,2025-03-22,1,lipstick color is nice but kajal is ok ok,4.0,"['lipstick color', ' k']",[],[]
85,4obtb7,4.0,2025-03-22,0,good product thanks Meesho,5.0,[' product'],[],[]
86,4obtb7,3.0,2024-11-24,1,I didn't get eye liner. got 3 kohl.,5.0,[],[' liner'],['.']
87,4obtb7,5.0,2024-06-12,1,this product was very good thanks you Meesho,5.0,[' product'],[],[]
88,4obtb7,3.0,2024-06-01,5,"very nice, the kajal is a bit bad",4.0,[],[' kajal'],[]
89,4obtb7,5.0,2025-03-27,0,"this is a very good project, nice. I have never seen a project like this. it is very good, very beautiful.",5.0,[],[],[]
90,4obtb7,5.0,2025-03-26,0,"unbelievable product I ever bought from any online shopping app, definitely you can purchase it..",5.0,[' product'],[],[]
91,4obtb7,5.0,2025-03-02,20,very very good :red_heart: I am very happy thanks Meesho :heart_exclamation:,5.0,[],[],[]
92,4obtb7,5.0,2025-02-23,6,it is a very good red_heart :smiling_face_with_open_hands: :sparkling_heart: :product: it has arrived just as it was expected :smiling_face_with_open_hands:,5.0,[],[],[]
93,4obtb7,5.0,2025-02-03,3,"it has come exactly as shown, I liked it very much :thumbs_up:",5.0,[],[],[]
94,4obtb7,5.0,2024-12-18,0,that's very nice product in very beautiful colors :smiling_face_with_smiling_eyes:,5.0,"[' product', ' colors']",[],[]
95,4obtb7,5.0,2024-12-17,0,the product is good but the kajal is different,4.0,[' product'],[' k'],[]
96,4obtb7,5.0,2024-12-13,0,"thank you meesho, it has come exactly as it was shown :smiling_face_with_hearts: :OK_hand:",5.0,[],[],[]
97,4obtb7,3.0,2024-12-03,0,2 colours are same....kajal was sent instead of liner and that too is of low quality...,3.0,[],[' quality'],[]
98,4obtb7,5.0,2024-11-30,0,I love this color thanks Meesho best product :thumbs_up: well done,5.0,"[' color', ' product']",[],[]
99,4obtb7,5.0,2024-10-24,0,lipstick :lipstick: so beautiful but eyeliner doesn't come where kajal disappointed_face :comes:,5.0,"['lipstick', 'lipstick']",[],[]
100,4obtb7,5.0,2024-10-22,1,give me kajal instead of liner and lipstick is also not ok,3.0,[],[' lipstick'],[]
101,4obtb7,3.0,2024-10-21,0,"it is okay but I didn't get the feel of the liner in it, both are kajal friend :pensive_face:",3.0,[],[' liner'],[]
102,4obtb7,3.0,2024-10-18,0,one kajal ani ek eyeliner hot pan doni kajal ahe and product smaller ahe,3.0,[],[' product'],[]
103,4obtb7,3.0,2024-10-15,0,"the quality is bad, they did not send what is visible",2.0,[],[' quality'],[]
104,4obtb7,3.0,2024-10-02,1,"lipstick is fine but I didn't give you the eyeliner, I gave you kajal :unamused_face:",3.0,['lipstick'],[],[]
105,4obtb7,5.0,2024-10-02,2,"good product and liquid, the quality is also good or...,",5.0,"[' product', ' liquid', ' quality']",[],[]
106,4obtb7,5.0,2024-09-21,2,product is very good..but the kajal is broken. it's ok thanks Meesho,5.0,['product'],[' kajal'],[]
107,4obtb7,4.0,2024-12-25,1,nice :red_heart: smiling_face_with_heart eyes,5.0,[],[],[]
108,4obtb7,5.0,2025-03-27,0,very good lip colors and eye liner or kajal. same as shown in the picture thanks,5.0,[' lip colors'],[],[]
109,4obtb7,5.0,2025-03-27,0,I love this product but little late little hurt finally I love this tq Meesho,5.0,[' product'],[],[]
110,4obtb7,4.0,2024-02-28,4,smiling_face_with_heart wow eyes,5.0,[],[],[]
111,4obtb7,4.0,2025-04-05,0,nice shade :thumbs_up: and it is very good all the lipstick is very light and the kajal and liner are also very good,5.0,"[' shade', ' lipstick', ' k', 'al', ' liner']",[],[]
112,4obtb7,4.0,2025-03-14,0,good :thumbs_up: app everyone can take it...,5.0,[],[],[]
113,4obtb7,5.0,2024-12-20,0,best quality product and water proof b hy,5.0,[' product'],[],[]
114,4obtb7,5.0,2024-12-13,0,very small lipstick but gud nice :thumbs_up:,5.0,[],[' lipstick'],[]
115,4obtb7,5.0,2024-10-12,1,it is a very good product thank you miss you,5.0,[' product'],[],[]
116,4obtb7,5.0,2024-06-12,2,very nice produced super,5.0,[],[],[]
117,4obtb7,4.0,2025-02-27,1,nice product but eyeliner is different,4.0,[' product'],[' eyeliner'],[]
118,4obtb7,4.0,2024-10-02,0,kajal is missing in this instead two eye liners have been given,3.0,[],['k'],[]
119,4obtb7,4.0,2023-10-13,14,good,5.0,[],[],[]
120,4obtb7,5.0,2025-03-24,0,achcha hai :thumbs_up_light_skin_tone: so beautiful and lovely :folded_hands: thanks Meesho :folded_hands:,5.0,"['skin', 'tone']",[],[]
121,4obtb7,5.0,2025-03-23,1,"why don't you think that everything hurts you, no one will move",5.0,[],[],[]
122,4obtb7,5.0,2025-03-21,0,we got a very good product from misso,5.0,[' product'],[],[]
123,4obtb7,5.0,2025-03-21,0,thank you Meesho vry nice product,5.0,[' product'],[],[]
124,4obtb7,5.0,2025-03-20,0,very nice and excellent,5.0,[],[],[]
125,4obtb7,5.0,2025-03-20,0,it's very good I liked it,5.0,[],[],[]
126,4obtb7,5.0,2025-03-19,0,very nice :thumbs_up: so beautiful colors :smiling_face_with_open_hands:,5.0,[' colors'],[],[]
127,4obtb7,5.0,2025-03-19,0,very nice :thumbs_up_light_skin_tone: thankyou Meesho,5.0,['tone'],[],[]
128,4obtb7,5.0,2025-03-19,0,very nice product so happy :smiling_face_with_smiling_eyes:,5.0,[' product'],[],[]
129,4obtb7,5.0,2025-03-18,1,this product is very good and beautiful,5.0,[' product'],[],[]
130,4obtb7,3.0,2025-03-18,0,the colour is not as it was shown,3.0,[],[' colour'],[]
131,4obtb7,5.0,2025-04-02,0,very best color and packing too good thank you Meesho,5.0,"[' color', ' packing']",[],[]
132,4obtb7,5.0,2025-03-27,0,"it is a very good product, I liked it very much :smiling_face_with_hearts:",5.0,[' product'],[],[]
133,4obtb7,5.0,2025-03-26,0,product quality is good :right_arrow: ... colors is perfect :victory_hand: ... with waterproof sparkling_heart :motiv: thank you :sparkling_heart:,5.0,['product'],[],[]
134,4obtb7,4.0,2025-01-10,3,"now the lipstick has dried up, everything else is fine",5.0,[],[' lipstick'],[]
135,4obtb7,4.0,2025-01-09,2,nice product but missing eyeliner,4.0,[' product'],[' eyeliner'],[]
136,4obtb7,4.0,2025-01-05,0,nice color and product :smiling_face_with_smiling_eyes: :smiling_face_with_open_hands:,5.0,"[' color', ' product']",[],[]
137,4obtb7,4.0,2024-12-08,0,didn't give you eyeliner so bad,3.0,[],"[' eyel', 'iner']",[]
138,4obtb7,4.0,2024-10-20,0,this product is good according to price.,4.0,"[' product', ' price']",[],['.']
139,4obtb7,4.0,2024-10-19,0,very nice and beautiful I like it :smiling_face_with_smiling_eyes:,5.0,[],[],[]
140,4obtb7,4.0,2024-10-16,3,I hope but an item is missing :pensive_face:,4.0,[],['face'],[]
141,4obtb7,4.0,2024-10-13,0,the eyeliner is missing in this,4.0,[],[' eyeliner'],[]
142,4obtb7,4.0,2024-10-13,0,iam recive two kajal eyeliner not receive,4.0,[],[],[]
143,4obtb7,4.0,2024-10-11,0,the goods have come in good condition,4.0,[' goods'],[],[]
144,4obtb7,4.0,2024-10-09,0,it's good but the liner hasn't come 2 kajal has come,4.0,[],[' liner'],[]
145,4obtb7,4.0,2024-10-08,0,"nice but the kajal hasn't arrived yet, both are eyeliners",4.0,[],[' k'],[]
146,4obtb7,4.0,2024-10-07,0,"there is no eyeliner in it, it is not a product",3.0,[],['iner'],[' eyel']
147,4obtb7,4.0,2024-06-05,1,acha h long lasting h waterproof h,5.0,[],[],[]
148,4obtb7,4.0,2024-06-03,1,it was very good thank you Meesho,5.0,[],[],[]
149,4obtb7,4.0,2024-04-01,3,small size but product is better,4.0,[' product'],[],[]
150,4obtb7,4.0,2023-11-20,4,the lipstick is very small but the colour is nice,4.0,[' colour'],[' lipstick'],[]
151,4obtb7,4.0,2025-04-11,0,good product but not good colors of lipsticks are,4.0,[' product'],"[' colors', ' lipsticks']",[]
152,4obtb7,4.0,2025-03-22,0,nice product tq Meesho :smiling_face_with_hearts:,5.0,[' product'],[],[]
153,4obtb7,4.0,2025-03-20,0,good,5.0,[],[],[]
154,4obtb7,2.0,2025-03-22,0,"told you that it is a waterproof lockal product, I applied lipstick, drank water and then it came off, I used the kajal and eye liner, after an hour I put my face and the entire kajal fell off, I got lured by the bait and I have to change the kajal, please miss me, don't do it like this, do whatever you tell me, don't give me the lockal, take more money",2.0,[],[],[]
155,4obtb7,5.0,2025-03-18,0,khub e valo... lipstick ar color o khub sundor ar misty....jamon dakha chilam full same but lipstick ar size choto :face_with_rolling_eyes: but tao product ta khub e valo.... thankyou Meesho :smiling_face_with_smiling_eyes: :dizzy:,4.0,[],[],[]
156,4obtb7,5.0,2025-02-27,1,lipstick sooooooo good thank u Meesho,5.0,['lipstick'],[],[]
157,4obtb7,5.0,2025-02-25,3,very nice product :confetti_ball: :right_arrow: thanks Meesho :handshake:,5.0,[' product'],[],['ball']
158,4obtb7,4.0,2025-03-13,0,good,5.0,[],[],[]
159,4obtb7,5.0,2025-02-20,2,"it is much better than the money, I love it :thumbs_up_light_skin_tone:",5.0,['tone'],[],[]
160,4obtb7,5.0,2025-02-08,0,very smiling_face_with_hearts :nice: thank you Meesho,5.0,[],[],[]
161,4obtb7,5.0,2025-02-07,0,it's awesome this time it's good Meesho,5.0,[],[],[]
162,4obtb7,2.0,2025-04-03,0,"the quality is not good, it is raw, I should have cooked lipstick",2.0,[],[' quality'],[]
163,4obtb7,5.0,2025-01-21,0,"it is very beautiful, you can do it",5.0,[],[],[]
164,4obtb7,5.0,2024-12-18,1,this product is very very good,5.0,[' product'],[],[]
165,4obtb7,5.0,2024-11-24,0,it felt very good according to the price,5.0,[' price'],[],[]
166,4obtb7,5.0,2024-10-24,0,ok u can take it :hand_with_index_finger_and_thumb_crossed: but so small I fell ok,4.0,[],[],[]
167,4obtb7,5.0,2024-10-23,0,it is very good very good :smiling_face_with_smiling_eyes: :thumbs_up: thank you Meesho,5.0,[],[],[]
168,4obtb7,5.0,2024-10-17,0,you have received a wrong product and,1.0,[],[' product'],[]
169,4obtb7,5.0,2024-10-17,0,bhaut sunder the best quality,5.0,[' quality'],[],[]
170,4obtb7,5.0,2024-10-10,0,very nice thank you Meesho,5.0,[],[],[]
171,4obtb7,3.0,2024-10-09,0,not bad but kajal is missing,3.0,[],"[' k', 'al']",[]
172,4obtb7,3.0,2024-10-05,0,I did not find even one missig in this,5.0,[],[],[]
173,4obtb7,3.0,2024-10-04,0,size too small and color is good,3.0,[' color'],[],[]
174,4obtb7,5.0,2024-10-01,0,it is right to sell it for money but the kajal did not come :face_with_steam_from_nose:,4.0,[],[' k'],[]
175,4obtb7,5.0,2024-06-09,1,the product is in very good condition.,5.0,"[' product', ' condition']",[],['.']
176,4obtb7,5.0,2024-05-28,1,very nice product I am happy,5.0,[' product'],[],[]
177,4obtb7,5.0,2024-04-02,0,very good product :smiling_face_with_smiling_eyes: thanks you Meesho :smiling_face_with_smiling_eyes:,5.0,[' product'],[],[]
178,4obtb7,5.0,2025-03-26,0,the product was so smiling_face_with_heart nice eyes,5.0,"[' product', ' eyes']",[],[]
179,4obtb7,5.0,2025-03-23,0,so good item super long wear and easy guide matte lip glow non transfer and waterproof,5.0,[],[],[]
180,4obtb7,5.0,2025-03-27,0,very good,5.0,[],[],[]
181,4obtb7,4.0,2024-12-19,0,thank you Meesho,5.0,[],[],[]
182,4obtb7,4.0,2024-10-23,0,so cute,5.0,[],[],[]
183,4obtb7,4.0,2024-10-22,0,good,5.0,[],[],[]
184,4obtb7,4.0,2024-10-21,0,nice :thumbs_up_light_skin_tone: lipstick kajal,4.0,[],[],[]
185,4obtb7,4.0,2024-10-14,0,it's ok but I got two lipsticks of the same color and two kajals and an eye liner too. I only got 2 kajals but I still kept them.,4.0,[],[],[' lip']
186,4obtb7,4.0,2024-10-11,0,:thumbs_up: very good product :thumbs_up:,5.0,[' product'],[],[]
187,4obtb7,4.0,2024-04-19,1,:thumbs_up: :slightly_smiling_face: it is very good,5.0,['face'],[],[]
188,4obtb7,4.0,2023-11-18,2,good product :OK_hand:,5.0,[' product'],[],[]
189,4obtb7,4.0,2023-11-08,3,nice product :smiling_face:,5.0,"[' product', 'face']",[],[]
190,4obtb7,4.0,2023-10-27,1,good :thumbs_up:,5.0,[],[],[]
191,4obtb7,4.0,2023-10-07,5,very good but too small,5.0,[],[],[]
192,4obtb7,4.0,2023-10-06,122,good,5.0,[],[],[]
193,4obtb7,5.0,2025-03-15,0,"it is a very good product, the lipstick is very good, it is beautiful, whoever is a man is very good :smiling_face_with_hearts: , the kajal and the eyeliner are also very good",5.0,"[' product', ' lipstick', ' k']",[],[]
194,4obtb7,2.0,2024-10-11,0,"I have written eyeliner, both are alike, I can't tell whether it is eyeliner or kajal, both lipsticks of the same shade, it is not good at all and the quality is not good",1.0,[],[' quality'],[]
195,4obtb7,5.0,2025-03-26,0,nice product thank you meesho.,5.0,[' product'],[],['.']
196,4obtb7,5.0,2025-04-05,0,nice it's very good,5.0,[],[],[]
197,4obtb7,5.0,2025-04-03,0,"you can also buy it, it is a good product",5.0,[' product'],[],[]
198,4obtb7,5.0,2025-03-29,0,nice shade thanks messhoo,5.0,[' shade'],[],[]
199,4obtb7,5.0,2025-03-29,0,super product Meesho thank you,5.0,[' product'],[],[]
200,4obtb7,5.0,2025-03-28,0,very good product :thumbs_up: quality is very nice :thumbs_up:,5.0,"[' product', ' quality']",[],[]
201,4obtb7,5.0,2025-03-27,0,"it's very cool, you can also order red_heart :it:",5.0,[],[],[]
202,4obtb7,5.0,2025-03-27,0,wow amazing product Meesho :smiling_face_with_smiling_eyes: :victory_hand:,5.0,[' product'],[],[]
203,4obtb7,5.0,2025-03-27,0,nice lipstick best color Meesho user,5.0,"[' lipstick', ' color']",[],[]
204,4obtb7,5.0,2025-03-27,0,nice good. very good I lv it....,5.0,[],[],[]
205,4obtb7,5.0,2025-03-26,0,this product is very good :smiling_face_with_smiling_eyes: :thumbs_up:,5.0,[' product'],[],[]
206,4obtb7,5.0,2025-03-26,0,very good quality supeeeeeeer,5.0,"[' quality', ' su', 'pe', 'eer']",[],[]
207,4obtb7,5.0,2025-03-26,0,I liked the product very much,5.0,[' product'],[],[]
208,4obtb7,5.0,2025-03-26,0,nice product thank you Meesho,5.0,[' product'],[],[]
209,4obtb7,5.0,2025-03-23,0,it is a very good product and is waterproof,5.0,[' product'],[],[]
210,4obtb7,5.0,2025-03-22,0,thanks for sending it on time and the colour is good...,5.0,[' colour'],[],[]
211,4obtb7,5.0,2025-03-22,0,everything is very good but the kajal is a little torn but the rest everything is bad,5.0,[],[' kajal'],[]
212,4obtb7,5.0,2025-03-21,0,it is a very good product and the eye liner is also of best quality,5.0,"[' product', ' eye liner']",[],[]
213,4obtb7,5.0,2025-03-20,0,shade are beautiful color are easily apply long lasting shade,5.0,"['sh', 'ade', ' color', ' shade']",[],[]
214,4obtb7,5.0,2025-03-20,0,it is very good it is very nice it is very very good,5.0,[],[],[]
215,4obtb7,3.0,2025-03-19,0,the shade was really nice and the eye liner was very smooth,5.0,"[' shade', ' eye liner']",[],[]
216,4obtb7,5.0,2025-03-18,0,"I am so happy, it has come very well, all friends, you can ask for apps too :smiling_face_with_smiling_eyes: love love you_gesture love you_gesture red_heart :you_gesture:",5.0,[],[],[]
217,4obtb7,5.0,2025-03-17,1,very nice product.....i m very happy with this product,5.0,"[' product', ' product']",[],[]
218,4obtb7,3.0,2024-12-22,0,"the product is good, everything is same as shown but the lipstick liquid is missing and one bottle is empty....i request the Meesho people to check the product properly before sending it.",4.0,[' product'],[' lipstick liquid'],[]
